tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt1899286,movie,Night of the Accident,Shab-e hadese,0,1989,\N,\N,\N,4.3,11
tt1899305,movie,Whispers of the Forest,Whispers of the Forest,0,2014,\N,100,"Fantasy,Horror,Romance",7.2,97
tt1899324,movie,The Letter,The Letter,0,2012,\N,92,"Drama,Mystery,Thriller",3.4,1745
tt1901024,movie,Dark Crimes,Dark Crimes,0,2016,\N,92,"Crime,Drama,Mystery",4.6,20863
tt1901025,movie,A Day of Yesterday,Um dia de Ontem,0,2009,\N,86,Drama,7.8,12
tt1901030,movie,Unknowns,Unknowns,0,2012,\N,82,"Horror,Thriller",6.2,83
tt1901041,movie,You Don't Belong,You Don't Belong,0,2011,\N,75,"Documentary,Music",7.2,12
tt19036468,movie,Mephisto,Mephisto,0,2024,\N,108,"Drama,Fantasy,Thriller",5.4,61
tt19037470,movie,Na twoim miejscu,Na twoim miejscu,0,2023,\N,103,Comedy,5.3,184
tt19037684,movie,Range Road 290,Range Road 290,0,2023,\N,115,Crime,9.0,37
tt19042656,movie,Ilk Temas,Ilk Temas,0,2022,\N,87,"Sci-Fi,Thriller",2.9,18
tt19045582,movie,X-Deal 2,X-Deal 2,0,2022,\N,110,Drama,4.1,376
tt19047816,movie,Serendipity Love,Wo de yi han he ni you guan,0,2022,\N,92,"Drama,Romance",6.0,10
tt1904835,movie,La suerte en tus manos,La suerte en tus manos,0,2012,\N,110,Comedy,5.6,581
tt1904887,movie,An Enemy to Die For,En fiende att dö för,0,2012,\N,106,"History,Thriller,War",5.9,964
tt19060980,movie,Mahdi Araghi ra bokosh,Mahdi Araghi ra bokosh,0,2020,\N,96,Documentary,1.0,7
tt1906443,movie,Orchestra of Exiles,Orchestra of Exiles,0,2012,\N,85,Documentary,7.2,166
tt19072558,movie,Mahluk,Mahluk,0,2022,\N,\N,Horror,6.0,28
tt1907628,movie,Fly Away,"Bis zum Horizont, dann links!",0,2012,\N,93,Comedy,5.5,127
tt1907639,movie,Hardflip,Hardflip,0,2012,\N,112,"Action,Drama",5.3,878
tt1907660,movie,Ek Din... Achanak,Ek Din... Achanak,0,2011,\N,\N,"Drama,Thriller",5.2,18
tt1907680,movie,Haat - The Weekly Bazaar,Haat - The Weekly Bazaar,0,2011,\N,102,Drama,6.3,18
tt1907707,movie,Luv,Luv,0,2012,\N,94,"Crime,Drama",5.9,2291
tt1908504,movie,Homecoming,Homecoming,0,2011,\N,93,Comedy,6.0,71
tt1908509,movie,Il sesso aggiunto,Il sesso aggiunto,0,2011,\N,\N,Drama,5.2,23
tt1908551,movie,Road Hell,Road Hell,0,2011,\N,85,"Comedy,Horror,Thriller",3.3,51
tt1909796,movie,K-On! The Movie,Eiga Keion!,0,2011,\N,110,"Adventure,Animation,Comedy",7.7,2480
tt1910563,movie,Somewhere Far Away,Jayi dar doordast,0,2006,\N,99,Drama,3.8,9
tt1910597,movie,Plaque,Pelak,0,1986,\N,\N,War,4.8,15
tt19113302,movie,Fugitive: The Curious Case of Carlos Ghosn,Fugitive: The Curious Case of Carlos Ghosn,0,2022,\N,95,Documentary,6.5,1528
tt19113556,movie,On Location,"On Location, Chamber 10",0,2022,\N,83,"Adventure,Horror,Mystery",7.4,7
tt19113870,movie,Stoned,Stoned,0,2022,\N,75,Comedy,8.0,10
tt19114434,movie,Powder Pup,Powder Pup,0,2024,\N,89,"Adventure,Comedy,Family",6.2,74
tt1911580,movie,Insight: Anthony Asquith,Insight: Anthony Asquith,0,1960,\N,15,"Biography,Documentary",5.7,16
tt19116116,movie,Sen 1991,Sen 1991,0,2021,\N,77,"Documentary,Drama",6.3,13
tt1911615,movie,Poopak and Mash Mashallah,Poopak va Mash Mashallah,0,2010,\N,92,"Comedy,Drama",3.8,724
tt19119490,movie,La Calma,La Calma,0,2022,\N,74,Drama,7.6,7
tt19120152,movie,Dame Valerie Adams: More Than Gold,Dame Valerie Adams: More Than Gold,0,2022,\N,90,"Documentary,Sport",7.6,32
tt19120698,movie,R.J.W.,R.J.W.,0,2022,\N,67,Documentary,6.0,9
tt19121744,movie,Gabriel's Rapture: Part Two,Gabriel's Rapture: Part Two,0,2022,\N,102,Romance,5.8,663
tt1912398,movie,God Bless America,God Bless America,0,2011,\N,105,"Comedy,Crime,Drama",7.1,72969
tt1912487,movie,The Corporation,The Corporation,0,2011,\N,74,Comedy,6.3,11
tt1912530,movie,Wow! Wow! Wubbzy! Egg-Cellent Easter,Wow! Wow! Wubbzy! Egg-Cellent Easter,0,2011,\N,71,Animation,7.0,14
tt1913002,movie,Bonsái,Bonsái,0,2011,\N,95,Drama,6.2,893
tt1913035,movie,Gotta Find Barry,Gotta Find Barry,0,2011,\N,80,Comedy,6.8,6
tt1913106,movie,Production Hell,Production Hell,0,2011,\N,60,Horror,4.7,25
tt1913140,movie,Song of the Kauri,Song of the Kauri,0,2011,\N,95,"Documentary,History,Music",7.6,7
tt19139066,movie,Louis,Louis,0,2022,\N,128,"Documentary,Sport",7.3,339
tt1914209,movie,Gambler's Life: Unstoppable Bloodbath,Bakuto Ichidai Chimatsuri Fudo,0,1969,\N,90,"Action,Crime,Thriller",6.7,43
tt1914220,movie,The Bright Side of the Moon,The Bright Side of the Moon,0,2011,\N,77,"Drama,Mystery,Thriller",6.8,37
tt1914226,movie,The Devil's Eye,Cheshm-e sheytan,0,1994,\N,\N,Action,4.2,26
tt1914320,movie,Oakie's Outback Adventures,Oakie's Outback Adventures,0,2011,\N,92,"Adventure,Animation,Family",5.6,73
tt1915541,movie,Bedoon Reqaba,Bedoon Reqaba,0,2009,\N,99,"Comedy,Drama,Musical",2.8,128
tt1915551,movie,After the Revolution,Devrimden Sonra,0,2011,\N,95,Drama,5.3,1569
tt1915575,movie,Fear Factors,Hung geoi yuen so,0,2007,\N,88,"Horror,Thriller",4.4,9
tt19175658,movie,Kurt Laughs,Kurt Laughs,0,2022,\N,46,"Comedy,Drama,Thriller",8.7,10
tt19177446,movie,Viennese Coffee,Videnska kava,0,2022,\N,95,Comedy,6.7,57
tt1918639,movie,40 Days at Base Camp,40 Days at Base Camp,0,2012,\N,54,Documentary,6.7,115
tt1918669,movie,Ambrosia,Ambrosia,0,2012,\N,79,Drama,3.4,538
tt1918806,movie,Entrance,Entrance,0,2012,\N,83,"Drama,Horror,Thriller",4.7,1015
tt1918821,movie,Firtina Behçet,Firtina Behçet,0,1975,\N,\N,\N,4.4,12
tt1918836,movie,Gottfried Helnwein and the Dreaming Child,Gottfried Helnwein and the Dreaming Child,0,2011,\N,70,Documentary,5.9,13
tt1918911,movie,Un + Une,Un + Une,0,2015,\N,115,"Comedy,Drama,Romance",6.2,2532
tt1918917,movie,Little Boy Blue: Tiny Terrestrial,Little Boy Blue: Tiny Terrestrial,0,1991,\N,98,"Family,Fantasy,Sci-Fi",5.7,26
tt1918924,movie,Low Fidelity,Low Fidelity,0,2011,\N,99,Drama,6.8,151
tt1918927,movie,Luv Ka the End,Luv Ka the End,0,2011,\N,106,"Comedy,Drama",4.9,1761
tt1918942,movie,The Way to Eden,Matka Edeniin,0,2011,\N,94,Drama,5.0,18
tt1919189,movie,Wagamama sensêshon,Wagamama sensêshon,0,1995,\N,60,\N,5.6,11
tt1919192,movie,We Have the Power,We Have the Power,0,2009,\N,\N,Documentary,2.3,14
tt1919204,movie,Yankesici,Yankesici,0,1975,\N,\N,Action,6.0,23
tt1920969,movie,Incident at Barstow,Incident at Barstow,0,2011,\N,75,Thriller,5.4,20
tt1920996,movie,The Star Maker,La máquina que hace estrellas,0,2012,\N,80,Animation,7.4,57
tt1921006,movie,Luther's Magic Weed,Luther's Magic Weed,0,2011,\N,101,Comedy,7.0,21
tt1921019,movie,The Address,Melvilasom,0,2011,\N,105,"Drama,Thriller",7.8,486
tt1921048,movie,Ombline,Ombline,0,2012,\N,95,Drama,6.7,312
tt1921061,movie,Piotrek Trzynastego,Piotrek Trzynastego,0,2010,\N,87,Comedy,5.2,90
tt1921073,movie,Red Heart,Red Heart,0,2011,\N,95,"Comedy,Drama,Music",7.4,19
tt1921078,movie,Saint Petersburg,San Peterzburg,0,2010,\N,120,"Comedy,Crime,Drama",6.4,4779
tt19226272,movie,Re Minore,Re Minore,0,2020,\N,123,Drama,7.0,43
tt1922632,movie,Khaddama,Khaddama,0,2011,\N,\N,Drama,6.9,187
tt19226434,movie,Koudelka: Crossing the Same River,Koudelka: Crossing the Same River,0,2021,\N,81,Documentary,9.4,8
tt1922645,movie,The Fairy,La fée,0,2011,\N,93,"Comedy,Drama",6.2,2590
tt1922678,movie,On the Line,On the Line,0,2011,\N,68,Documentary,8.8,28
tt1922733,movie,On the Edge,Sur la planche,0,2011,\N,110,Drama,5.8,166
tt1922765,movie,The Broken Gun,Tofang-e shekasteh,0,1986,\N,\N,\N,3.8,11
tt1922767,movie,Leadersheep,Tous au Larzac,0,2011,\N,120,Documentary,7.1,204
tt1924230,movie,Beyond Kokoda,Beyond Kokoda,0,2008,\N,116,Documentary,8.6,20
tt1924238,movie,Burma: A Human Tragedy,Burma: A Human Tragedy,0,2011,\N,85,Documentary,7.7,7
tt1924266,movie,Finding Me: Truth,Finding Me: Truth,0,2011,\N,100,"Comedy,Drama,Romance",5.9,60
tt1924343,movie,Parapolicial Negro: Apuntes para una prehistoria de la triple A,Parapolicial Negro: Apuntes para una prehistoria de la triple A,0,2010,\N,\N,Documentary,8.2,17
tt1924348,movie,Pólvora Negra,Pólvora Negra,0,2011,\N,87,"Action,Fantasy,Western",6.9,32
tt19244260,movie,Red Right Hand,Red Right Hand,0,2024,\N,111,"Action,Thriller",5.5,5806
tt1924429,movie,Trance,Trance,0,2013,\N,101,"Crime,Drama,Mystery",6.9,119263
tt19245940,movie,"Older Man, Younger Woman","Older Man, Younger Woman",0,2023,\N,\N,Drama,7.2,47
tt1926213,movie,A Fine Line,A Fine Line,0,2011,\N,65,Crime,7.0,14
tt1926246,movie,"Verdades verdaderas, la vida de Estela","Verdades verdaderas, la vida de Estela",0,2011,\N,99,"Biography,Drama,History",6.6,149
tt19263772,movie,UGK David's Sit Down Stand-Up Comedy Special,UGK David's Sit Down Stand-Up Comedy Special,0,2022,\N,181,Comedy,9.4,21
tt19264140,movie,Clara,Clara,0,2023,\N,\N,Drama,8.0,27
tt19268030,movie,Duty of Care - The Climate Trials,Duty of Care - The Climate Trials,0,2022,\N,57,Documentary,7.2,36
tt19268898,movie,Behind Bruised,Behind Bruised,0,2022,\N,72,Documentary,8.5,9
tt1926986,movie,Billy's Cult,Billy's Cult,0,2013,\N,\N,Horror,5.2,49
tt1927021,movie,Don't Feed the Animals,Don't Feed the Animals,0,2011,\N,90,Comedy,8.3,11
tt1927025,movie,Décharge,Décharge,0,2011,\N,94,Drama,6.2,154
tt1927047,movie,Hell Bento: Uncovering the Japanese Underground,Hell Bento: Uncovering the Japanese Underground,0,1995,\N,59,Documentary,6.4,38
tt1927172,movie,"Y/N: You Lie, You Die",True Love,0,2012,\N,102,Thriller,4.9,824
tt1928123,movie,Before Dawn,Before Dawn,0,2013,\N,82,Horror,4.8,870
tt1928130,movie,Breathe,Breathe,0,2011,\N,75,Drama,6.6,77
tt1928142,movie,Confidence Game,Confidence Game,0,2011,\N,100,"Crime,Documentary",7.7,13
tt1928171,movie,Frequency of Genius,Frequency of Genius,0,2010,\N,270,Documentary,8.4,28
tt1928331,movie,Bailout,Bailout,0,2012,\N,89,"Comedy,Documentary",8.8,45
tt19284176,movie,Ticket ek Sangharsh,Ticket ek Sangharsh,0,2023,\N,84,"Drama,Thriller",6.9,33
tt1929173,movie,A Girl Named Rachel,A Girl Named Rachel,0,2011,\N,\N,Horror,8.0,12
tt1929181,movie,Ambiguous,Aimai,0,2003,\N,63,Drama,5.6,146
tt1929201,movie,Blue Jeans and Short Skirts (Blu jeans e Gonne Corte),Blue Jeans and Short Skirts (Blu jeans e Gonne Corte),0,2009,\N,52,Documentary,8.8,10
tt1929404,movie,The Guantanamo Trap,The Guantanamo Trap,0,2011,\N,90,Documentary,6.6,43
tt1929435,movie,Two Days,Two Days,0,2012,\N,\N,Drama,6.6,47
tt1929438,movie,Ulrike's Brain,Ulrike's Brain,0,2017,\N,55,"Drama,Horror,Sci-Fi",4.9,41
tt19299512,movie,Seven Methods of Killing Kylie Jenner,Seven Methods of Killing Kylie Jenner,0,2022,\N,90,Drama,3.4,8
tt19299928,movie,Olho animal,Olho animal,0,2022,\N,80,Comedy,5.5,18
tt1930290,movie,Belkibolang,Belkibolang,0,2011,\N,87,Drama,5.8,28
tt1930294,movie,Black Rock,Black Rock,0,2012,\N,83,"Horror,Thriller",4.8,10094
tt1930308,movie,Comforting Skin,Comforting Skin,0,2011,\N,109,"Drama,Fantasy,Horror",4.6,539
tt1930363,movie,My Way of Life,Watashi no michi: Waga inochi no tango,0,2012,\N,104,Drama,6.1,10
tt1930482,movie,Shelter Island,Shelter Island,0,2011,\N,79,"Biography,Documentary,Drama",7.5,24
tt1930486,movie,Skandal,Skandal,0,2011,\N,83,"Drama,Thriller",5.6,51
tt1931445,movie,Heimat,Heimat,0,2011,\N,91,"Comedy,Drama,Family",6.0,34
tt19315304,movie,Better Days,Better Days,0,2023,\N,99,Drama,6.5,76
tt1931549,movie,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",0,2011,\N,104,"Biography,Documentary,History",6.8,602
tt19315924,movie,Ranveer vs. Wild with Bear Grylls,Ranveer vs. Wild with Bear Grylls,0,2022,\N,70,Documentary,6.7,4290
tt1932597,movie,9 Leben,9 Leben,0,2011,\N,105,Documentary,6.9,61
tt1932676,movie,Momok Jangan Panggil Aku,Momok Jangan Panggil Aku,0,2011,\N,98,Horror,5.2,12
tt19328882,movie,Haunted Universities 2nd Semester,Haunted Universities 2nd Semester,0,2022,\N,130,"Comedy,Horror,Thriller",4.7,252
tt1933545,movie,Notorious,Badnaam,0,1971,\N,\N,Drama,4.0,9
tt1933610,movie,Manuscripts don't burn,Manuscripts don't burn,0,1997,\N,79,Documentary,5.6,22
tt1933653,movie,Tehran Symphony,Symphoni-e Tehran,0,1995,\N,\N,\N,5.3,9
tt1934166,movie,9-Ball,9-Ball,0,2012,\N,85,"Drama,Sport",3.7,127
tt1934194,movie,Blood Pressure,Blood Pressure,0,2012,\N,101,Drama,6.6,315
tt1934248,movie,End Roll,End Roll,0,2012,\N,72,"Horror,Mystery,Thriller",4.6,151
tt1934416,movie,The Bailey Case,The Bailey Case,0,2011,\N,110,Horror,6.9,22
tt1934423,movie,The Film Love.Com... The Ultimate Killing Site,The Film Love.Com... The Ultimate Killing Site,0,2010,\N,92,"Action,Crime,Drama",3.9,25
tt1934436,movie,Return of the Moonwalker,Return of the Moonwalker,0,2013,\N,89,"Comedy,Fantasy,Horror",3.9,112
tt1934483,movie,"Yes, We're Open","Yes, We're Open",0,2012,\N,79,"Comedy,Romance",6.3,115
tt1935166,movie,Lo azul del cielo,Lo azul del cielo,0,2012,\N,112,"Drama,Romance,Thriller",6.8,69
tt1935315,movie,Wiebo's War,Wiebo's War,0,2011,\N,93,Documentary,7.3,76
tt1935742,movie,Cupcakes,Cupcakes,0,2013,\N,92,"Comedy,Music",6.0,672
tt19357628,movie,Doomsday Stories,Doomsday Stories,0,2023,\N,120,Horror,2.7,158
tt19357830,movie,No: 26 Ölüm Çigligi,No: 26 Ölüm Çigligi,0,2022,\N,\N,Horror,7.0,23
tt19358036,movie,Not Another Church Movie,Not Another Church Movie,0,2024,\N,90,Comedy,2.3,1088
tt19358082,movie,The Life After,La vie d'après,0,2021,\N,105,Drama,7.2,12
tt1935824,movie,In Search of God,In Search of God,0,2011,\N,60,"Documentary,Family,History",7.9,19
tt19358358,movie,Hijacking for Democracy,Hijacking for Democracy,0,2014,\N,\N,\N,10.0,7
tt1935866,movie,Other People,Other People,0,2012,\N,90,Drama,7.5,9
tt19358832,movie,Hello June,Hello June,0,2022,\N,139,"Family,Musical,Romance",6.6,903
tt1935899,movie,The Autistic Me: One Year On,The Autistic Me: One Year On,0,2010,\N,\N,Documentary,6.9,24
tt1935956,movie,Temptation,Yûwaku,0,1957,\N,91,Comedy,6.8,63
tt19364090,movie,Don't Wait for Me,Al Techaki Li,0,2022,\N,88,Drama,6.4,13
tt19364768,movie,Toxic Impulses,Toxic Impulses,0,2022,\N,89,Thriller,7.7,80
tt19365288,movie,RiffTrax: The Psychotronic Man,The Psychotronic Man,0,2017,\N,\N,Comedy,6.8,23
tt19371106,movie,Quando Falta o Ar,Quando Falta o Ar,0,2022,\N,81,Documentary,7.8,13
tt1937112,movie,Crimson: The Motion Picture,Crimson: The Motion Picture,0,2011,\N,97,Action,5.7,24
tt1937174,movie,Guests of the Nation,Guests of the Nation,0,1935,\N,49,Drama,7.1,15
tt1937209,movie,Love Tomato,Koisuru tomato kumainkanaba,0,2006,\N,\N,Drama,7.2,11
tt1937226,movie,Dirty Bomb,Likainen pommi,0,2011,\N,83,Comedy,3.7,253
tt1937261,movie,Nic proti nicemu,Nic proti nicemu,0,2011,\N,100,Comedy,6.4,35
tt19372768,movie,Falling for You,Falling for You,0,2022,\N,75,Comedy,6.2,25
tt19372822,movie,Money and Blood,Money and Blood,0,2022,\N,\N,Drama,9.0,9
tt1937302,movie,Rogue Saints,Rogue Saints,0,2011,\N,103,Adventure,5.1,140
tt1937390,movie,Nymphomaniac: Vol. I,Nymphomaniac: Vol. I,0,2013,\N,117,Drama,6.9,134845
tt19374580,movie,PO,PO,0,2022,\N,75,Documentary,6.8,11
tt1937464,movie,William Kentridge: Anything Is Possible,William Kentridge: Anything Is Possible,0,2010,\N,55,Documentary,6.5,21
tt1937502,movie,Samawat,Samawat,0,2011,\N,99,Drama,7.4,30
tt19379216,movie,To Have and to Hold,To Have and to Hold,0,2023,\N,62,Drama,7.4,6
tt19382480,movie,Helena from Sarayaku,Helena from Sarayaku,0,2022,\N,70,Documentary,8.4,6
tt19383108,movie,Last Blue Ride: The Hannah Cornelius Story,Last Blue Ride: The Hannah Cornelius Story,0,2022,\N,\N,Documentary,7.0,9
tt19386948,movie,Ian Cognito: A Life and A Death on Stage,Ian Cognito: A Life and A Death on Stage,0,2022,\N,\N,Documentary,6.9,40
tt19387356,movie,Space Sharks,Space Sharks,0,2024,\N,70,"Comedy,Horror,Sci-Fi",1.5,315
tt19388530,movie,Rachel Hendrix,Rachel Hendrix,0,2023,\N,119,Drama,8.1,16
tt19388828,movie,Memory of a Night of Love,Memory of a Night of Love,0,1973,\N,113,Thriller,5.2,6
tt19389938,movie,Dandi,Dandi,0,2022,\N,128,"Drama,History",7.5,116
tt19392202,movie,Quem Matou Laura Paula,Quem Matou Laura Paula,0,2022,\N,102,"Comedy,Crime,Thriller",6.0,49
tt1939641,movie,3.11 Sense of Home,3.11 Sense of Home,0,2011,\N,75,"Animation,Documentary,Drama",5.6,52
tt1939671,movie,Die Stämme von Köln,Die Stämme von Köln,0,2011,\N,92,Documentary,7.0,10
tt19396786,movie,Atatürk II: 1881-1919,Atatürk II: 1881-1919,0,2024,\N,141,"Biography,Drama,History",8.9,1961
tt1939709,movie,Markus Raetz,Markus Raetz,0,2007,\N,74,Documentary,7.6,7
tt1939753,movie,The Big Fix,The Big Fix,0,2012,\N,89,Documentary,7.7,430
tt19398310,movie,Holy Shoes,Holy Shoes,0,2023,\N,125,Comedy,6.7,31
tt19403864,movie,Barcelona Surf Destination,Barcelona Surf Destination,0,2022,\N,\N,Sport,6.4,10
tt19406606,movie,The Shift,The Shift,0,2023,\N,115,"Action,Romance,Sci-Fi",5.5,5732
tt19408600,movie,Lost Souls,Lost Souls,0,2022,\N,\N,Horror,8.5,8
tt1941496,movie,Dartworth,Dartworth,0,2011,\N,94,Drama,6.7,8
tt1941516,movie,Ending Note: Death of a Japanese Salaryman,Endingu nôto,0,2011,\N,90,Documentary,7.3,107
tt1941577,movie,La Joie de Vivre,La Joie de Vivre,0,1969,\N,66,Comedy,8.3,13
tt1941627,movie,Pushwagner,Pushwagner,0,2011,\N,73,Documentary,6.6,240
tt1942064,movie,Game Boys,Game Boys,0,2008,\N,112,"Comedy,Romance",6.8,154
tt1942113,movie,The Roommate (II),The Roommate (II),0,2010,\N,90,Horror,4.3,27
tt1942120,movie,All Our Desires,Toutes nos envies,0,2011,\N,120,Drama,6.8,956
tt1942802,movie,Andari Bandhuvaya,Andari Bandhuvaya,0,2010,\N,134,Drama,7.5,232
tt1942818,movie,Black Heat,Black Heat,0,2024,\N,93,"Action,Drama,Thriller",8.6,106
tt19428542,movie,Unfinished Business: Kingston High,Unfinished Business: Kingston High,0,2023,\N,90,Horror,4.1,21
tt1942902,movie,Koan of Spring,Koan de Printemps,0,2013,\N,75,Drama,7.6,26
tt1942971,movie,Showrunners: The Art of Running a TV Show,Showrunners: The Art of Running a TV Show,0,2014,\N,90,"Biography,Documentary",6.7,1292
tt1943036,movie,Voces desde Mozambique,Voces desde Mozambique,0,2011,\N,97,Documentary,7.9,12
tt1943747,movie,Let Fury Have the Hour,Let Fury Have the Hour,0,2012,\N,100,"Biography,Documentary,History",5.6,112
tt1945039,movie,"Abu, Son of Adam",Adaminte Makan Abu,0,2011,\N,101,Drama,7.8,1253
tt1945084,movie,Everly,Everly,0,2014,\N,92,"Action,Thriller",5.1,19845
tt1945087,movie,In Our Nature,In Our Nature,0,2012,\N,103,Drama,5.6,846
tt1945122,movie,Kalyan Ram Kathi,Kalyan Ram Kathi,0,2010,\N,129,"Action,Drama",5.7,110
tt1945123,movie,Katho Upanishad,Katho Upanishad,0,2011,\N,80,Drama,6.4,23
tt1946105,movie,4 maras,4 maras,0,2012,\N,79,Drama,6.2,15
tt1946142,movie,Au pair,Au pair,0,2011,\N,60,Documentary,6.3,26
tt1946201,movie,Edificio Royal,Edificio Royal,0,2012,\N,85,Drama,5.6,50
tt1946205,movie,El Gusto,El Gusto,0,2011,\N,88,"Documentary,Musical",7.7,174
tt1946275,movie,Joseph Smith: Plates of Gold,Joseph Smith: Plates of Gold,0,2011,\N,102,"Biography,Drama",6.9,86
tt1946285,movie,The Wings of the Kirin,Kirin no tsubasa: Gekijouban Shinzanmono,0,2011,\N,129,"Crime,Drama,Thriller",6.5,905
tt1946310,movie,Crazy Kind of Love,Crazy Kind of Love,0,2013,\N,100,"Comedy,Drama,Romance",5.8,2217
tt1946339,movie,N.F.A. (No Fixed Abode),N.F.A. (No Fixed Abode),0,2012,\N,\N,Thriller,7.0,13
tt1946364,movie,Paraiso for Sale,Paraiso for Sale,0,2012,\N,75,Documentary,8.0,7
tt1946398,movie,Sin pecado,Sin pecado,0,2011,\N,86,"Drama,Fantasy,Mystery",5.5,9
tt1947973,movie,Bin Bulaye Baraati,Bin Bulaye Baraati,0,2011,\N,133,"Action,Comedy,Crime",3.8,328
tt1948144,movie,Seinen no isu,Seinen no isu,0,1962,\N,93,\N,6.7,6
tt1948521,movie,Attack of the Herbals,Attack of the Herbals,0,2011,\N,81,"Comedy,Horror",3.8,449
tt19488216,movie,A Respectable Woman,Une femme respectable,0,2023,\N,103,Drama,6.9,94
tt19488354,movie,Just Let Me Go,Já Nada Sei,0,2022,\N,93,Drama,7.4,51
tt1949115,movie,Hello! Hello! This Is Juju,Alo!Alo! Man joojoo-am,0,1995,\N,82,"Adventure,Comedy,Family",6.0,610
tt1949120,movie,Badla ......the revenge,Badla ......the revenge,0,2003,\N,124,Action,6.0,8
tt1949173,movie,FC Chechnya,FC Chechnya,0,2010,\N,70,Documentary,9.1,15
tt1949209,movie,Light Darkness and Colour,Light Darkness and Colour,0,1998,\N,52,Documentary,7.8,55
tt19494922,movie,Tumhare Hum Kaun Hai - A Lovearranged Story,Tumhare Hum Kaun Hai - A Lovearranged Story,0,2022,\N,96,"Drama,Family,Romance",5.8,14
tt1949524,movie,Captain Happy Sun,Captain Happy Sun,0,2020,\N,97,Comedy,6.2,16
tt1949536,movie,Once a Year,En gång om året,0,2012,\N,81,Drama,5.5,145
tt1949578,movie,Open Pit,Open Pit,0,2011,\N,90,"Documentary,History,News",8.5,16
tt1949583,movie,Bad Behavior,Bad Behavior,0,2013,\N,83,Thriller,4.4,533
tt1949591,movie,Smoke and Mirrors: The Story of Tom Savini,Smoke and Mirrors: The Story of Tom Savini,0,2015,\N,91,Documentary,7.3,893
tt1949593,movie,The Adventures of Paul and Marian,The Adventures of Paul and Marian,0,2014,\N,93,"Comedy,Musical,Romance",6.6,10
tt1949605,movie,Who Gets the Dog?,Who Gets the Dog?,0,2016,\N,95,Comedy,4.9,1638
tt19498498,movie,Kazkas Atsitiko,Kazkas Atsitiko,0,1986,\N,67,Music,8.2,9
tt19500164,movie,Nimona,Nimona,0,2023,\N,101,"Action,Adventure,Animation",7.5,56151
tt1950150,movie,"Eat, Pray, Laugh!","Eat, Pray, Laugh!",0,2010,\N,74,Comedy,8.4,10
tt1950235,movie,Let It Snow,Let It Snow,0,2019,\N,92,"Comedy,Romance",5.9,26025
tt1950247,movie,Locked in a Garage Band,Locked in a Garage Band,0,2012,\N,\N,Comedy,6.7,36
tt1950333,movie,Sairen,Sairen,0,2007,\N,\N,Drama,6.0,12
tt1950373,movie,Sturmaz (Acto y tempestad),Sturmaz (Acto y tempestad),0,2011,\N,\N,Sci-Fi,7.2,10
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,744173
tt1951265,movie,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,\N,123,"Action,Adventure,Sci-Fi",6.6,521599
tt19513010,movie,Singing on the Rooftops,Cantando en las azoteas,0,2022,\N,72,\N,6.6,26
tt19513160,movie,Girlfriends and Girlfriends,La amiga de mi amiga,0,2022,\N,89,"Comedy,Drama,Music",5.4,424
tt1954214,movie,A Second Knock at the Door,A Second Knock at the Door,0,2012,\N,92,"Documentary,History,News",7.2,43
tt1954264,movie,Bazilari Cacik Sever,Bazilari Cacik Sever,0,1977,\N,\N,Comedy,3.9,26
tt1954364,movie,Dark Hearts,Dark Hearts,0,2014,\N,99,Thriller,4.4,449
tt1954407,movie,Patatje Oorlog,Patatje Oorlog,0,2011,\N,86,"Drama,Family",6.2,247
tt1954442,movie,Streets of Hope,Finding Hope Now,0,2014,\N,120,Drama,5.4,148
tt1954470,movie,Gangs of Wasseypur,Gangs of Wasseypur,0,2012,\N,321,"Action,Comedy,Crime",8.2,107081
tt1954491,movie,Battle of Demons,Hanaoni,0,2010,\N,270,"Adventure,Drama,Fantasy",6.0,71
tt1954498,movie,He's Mine Not Yours,He's Mine Not Yours,0,2011,\N,104,"Comedy,Romance",4.9,440
tt1954579,movie,Reel Black Love,Kiss and Tell: The History of Black Romance in Movie,0,2011,\N,45,Documentary,7.4,25
tt1954591,movie,La Ministra Inmoral,La Ministra Inmoral,0,2007,\N,105,"Comedy,Drama",3.1,19
tt1954606,movie,Lañinbwil's Gift,Lañinbwil's Gift,0,2011,\N,99,"Drama,Fantasy,Mystery",8.5,14
tt1954678,movie,Nanika omoroi koto nai ka,Nanika omoroi koto nai ka,0,1963,\N,115,\N,5.4,6
tt1954688,movie,New Order,New Order,0,2012,\N,80,"Fantasy,Sci-Fi,Thriller",3.3,451
tt1954701,movie,A Coffee in Berlin,Oh Boy,0,2012,\N,86,"Comedy,Drama",7.3,17901
tt1954763,movie,Purple Sail,Purple Sail,0,2011,\N,95,"Drama,Mystery,Romance",7.0,24
tt1954768,movie,Rag Doll,Rag Doll,0,2011,\N,100,Drama,7.5,11
tt1954865,movie,Sweet Young Girls,Les petites nymphettes,1,1981,\N,77,"Adult,Comedy",5.8,73
