tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0248963,movie,Lips to Lips,Lips to Lips,0,2000,\N,97,"Comedy,Drama",7.4,22
tt0248977,movie,Manbeast! Myth or Monster?,Manbeast! Myth or Monster?,0,1978,\N,62,"Documentary,Mystery",6.4,42
tt0249074,movie,Parannu Parannu Parannu,Parannu Parannu Parannu,0,1984,\N,153,"Drama,Romance",6.7,62
tt0249105,movie,Displaced Person,Razseljena oseba,0,1982,\N,93,Drama,4.5,13
tt0249108,movie,The Recruit,The Recruit,0,1990,\N,\N,\N,5.1,17
tt0249129,movie,"Run, Appaloosa, Run","Run, Appaloosa, Run",0,1966,\N,47,"Drama,Family",6.8,88
tt0249199,movie,Tristan and Isolde,Tristan et Iseult,0,1972,\N,60,Drama,6.5,45
tt0249228,movie,Vermilion Eyes,Vermilion Eyes,0,1990,\N,117,Thriller,6.6,57
tt0249238,movie,The Wedding Tackle,The Wedding Tackle,0,2000,\N,94,Comedy,3.4,133
tt0249364,movie,Antima Theerpu,Antima Theerpu,0,1988,\N,151,"Action,Crime,Drama",7.7,40
tt0249432,movie,Chachita la de Triana,Chachita la de Triana,0,1947,\N,98,"Comedy,Drama,Family",6.8,11
tt0249469,movie,Dharitri,Dharitri,0,1972,\N,\N,\N,8.9,11
tt0249555,movie,Buster Keaton: The Great Stone Face,The Great Stone Face,0,1968,\N,93,Documentary,5.4,48
tt0249561,movie,Hai Hai Nayaka,Hai Hai Nayaka,0,1989,\N,\N,"Comedy,Romance",8.0,118
tt0249587,movie,Hriste,Hriste,0,1976,\N,96,Drama,5.4,21
tt0249641,movie,Kalyan Khajina,Kalyan Khajina,0,1924,\N,\N,History,4.8,11
tt0249642,movie,Kashmir Hamara Hai,Kashmir Hamara Hai,0,1948,\N,\N,Documentary,6.7,16
tt0249651,movie,Kie Kahara,Kie Kahara,0,1968,\N,\N,\N,7.2,7
tt0249711,movie,"Librianna, Bitch of the Black Sea","Librianna, Bitch of the Black Sea",1,1979,\N,68,"Adult,Adventure,Comedy",4.1,83
tt0249720,movie,The Light from the Second Story Window,The Light from the Second Story Window,1,1973,\N,130,Adult,6.7,20
tt0249768,movie,Die lustigen Weiber,Die lustigen Weiber,0,1936,\N,81,"Comedy,Musical",6.1,18
tt0249849,movie,Nunca es tarde para amar,Nunca es tarde para amar,0,1953,\N,96,"Drama,Romance",5.9,15
tt0249858,movie,The Origin of Man,The Origin of Man,0,2000,\N,77,Drama,7.4,31
tt0249868,movie,Pedestrian,Pedestrian,0,2000,\N,97,"Comedy,Drama,Romance",6.7,65
tt0249870,movie,Pelli Koduku,Pelli Koduku,0,1994,\N,\N,"Drama,Family,Musical",6.8,18
tt0249873,movie,Der Pfarrer von St. Michael,Der Pfarrer von St. Michael,0,1957,\N,90,Drama,4.8,34
tt0249901,movie,Puttadi Bomma,Puttadi Bomma,0,1983,\N,\N,"Drama,Family",5.4,18
tt0249902,movie,Quinto patio,Quinto patio,0,1970,\N,94,"Crime,Drama",4.4,13
tt0249912,movie,El reino de los gángsters,El reino de los gángsters,0,1948,\N,122,"Crime,Drama,Thriller",6.9,8
tt0249943,movie,Schloß Vogelöd,Schloß Vogelöd,0,1936,\N,80,Mystery,7.1,16
tt0249964,movie,Sirivennela,Sirivennela,0,1986,\N,181,"Family,Musical",8.0,299
tt0249986,movie,Star,Star,0,1982,\N,\N,"Drama,Musical",7.4,73
tt0250021,movie,Tania la bella salvaje,Tania la bella salvaje,0,1948,\N,96,"Adventure,Drama,Music",4.9,12
tt0250034,movie,Teenage Suicide: Don't Try It!,Teenage Suicide: Don't Try It!,0,1981,\N,52,Documentary,6.6,19
tt0250059,movie,Towers of Silence,Towers of Silence,0,1975,\N,54,Drama,6.9,130
tt0250069,movie,A Head for Business,Le sens des affaires,0,2000,\N,92,Comedy,6.0,84
tt0250103,movie,The Other's Life,La vita altrui,0,2000,\N,84,Drama,6.3,32
tt0250122,movie,Yeshwant,Yeshwant,0,1997,\N,145,"Action,Crime,Drama",7.2,1288
tt0250179,movie,...But I Was a Girl: The Story of Frieda Belinfante,...But I Was a Girl: The Story of Frieda Belinfante,0,1999,\N,69,"Biography,Documentary,Music",8.4,8
tt0250220,movie,Arrullo de Dios,Arrullo de Dios,0,1967,\N,95,Drama,5.8,24
tt0250258,movie,The Experiment,Das Experiment,0,2001,\N,120,"Drama,Thriller",7.7,97570
tt0250291,movie,Love Bird,Chakori,0,1993,\N,\N,\N,2.3,25
tt0250340,movie,Dile que la quiero,Dile que la quiero,0,1963,\N,90,"Comedy,Drama,Musical",6.9,22
tt0250370,movie,Extraordinary World of Animals,Extraordinary World of Animals,0,1999,\N,\N,\N,5.2,9
tt0250382,movie,Flaming Arrows,Flaming Arrows,0,1911,\N,\N,\N,4.4,40
tt0250399,movie,Ganga Gowri,Ganga Gowri,0,1973,\N,\N,\N,8.1,7
tt0250405,movie,The Godman,The Godman,0,1999,\N,135,"Crime,Thriller",5.1,92
tt0250428,movie,A Man to Kill,L'homme à abattre,0,1937,\N,102,Thriller,5.7,10
tt0250436,movie,Enemy,Insaanyat Ke Dushman,0,1990,\N,\N,\N,2.3,28
tt0250442,movie,Jagachya Pathivar,Jagachya Pathivar,0,1960,\N,147,"Drama,Music",7.9,35
tt0250451,movie,Johnny Greyeyes,Johnny Greyeyes,0,2000,\N,75,Drama,5.6,83
tt0250475,movie,Inspector,Kotwal,0,1993,\N,\N,\N,3.8,10
tt0250487,movie,Lakhachi Gosht,Lakhachi Gosht,0,1952,\N,133,Comedy,7.5,15
tt0250488,movie,Un largo viaje hacia la muerte,Un largo viaje hacia la muerte,0,1968,\N,87,"Crime,Drama,Horror",4.0,12
tt0250491,movie,Late Night Shopping,Late Night Shopping,0,2001,\N,91,Comedy,6.8,2358
tt0250492,movie,Lawrence: Free State Fortress,Lawrence: Free State Fortress,0,1998,\N,\N,\N,6.0,8
tt0250517,movie,Love After Death,Love After Death,0,1968,\N,72,"Crime,Drama,Horror",4.3,233
tt0250563,movie,Outlaw,Majhoo,0,1992,\N,\N,\N,5.4,8
tt0250567,movie,Makkala Rajya,Makkala Rajya,0,1960,\N,\N,\N,7.7,8
tt0250642,movie,Papeeha,Papeeha,0,1993,\N,\N,Drama,8.3,21
tt0250687,movie,Rat Race,Rat Race,0,2001,\N,112,"Action,Adventure,Comedy",6.5,126359
tt0250708,movie,Lady,Sahiba,0,1992,\N,\N,\N,6.2,13
tt0250729,movie,The Sheriff's Law,The Sheriff's Law,0,1910,\N,\N,Western,3.6,19
tt0250745,movie,Sri Krishna Deva Raya,Sri Krishna Deva Raya,0,1970,\N,191,"Drama,History",8.8,163
tt0250804,movie,Don't Let Go,Don't Let Go,0,2002,\N,87,Drama,6.8,75
tt0250970,movie,Heritage,Aux jardins de Murcie,0,1936,\N,77,Drama,7.3,9
tt0250999,movie,Calais-Douvres,Calais-Douvres,0,1931,\N,87,"Comedy,Drama",5.8,21
tt0251091,movie,Before the Storm,Före stormen,0,2000,\N,106,"Crime,Drama,Thriller",7.2,1041
tt0251097,movie,Glory Days,Glory Days,0,1979,\N,65,"Action,Drama,Family",7.4,798
tt0251114,movie,Hart's War,Hart's War,0,2002,\N,125,"Drama,War",6.4,56500
tt0251154,movie,Japanisches Opfer,Japanisches Opfer,0,1910,\N,\N,\N,4.8,24
tt0251155,movie,Jeevitha Nouka,Jeevitha Nouka,0,1951,\N,170,Drama,8.0,12
tt0251179,movie,Larceny,Larceny,0,2004,\N,101,Comedy,4.2,240
tt0251203,movie,Male Stampede,Male Stampede,1,1976,\N,72,Adult,7.0,7
tt0251244,movie,The Meatrack,The Meatrack,1,1970,\N,65,Drama,5.0,118
tt0251301,movie,No Resting Place,No Resting Place,0,1951,\N,80,"Crime,Drama",5.9,33
tt0251315,movie,Orgullo de mujer,Orgullo de mujer,0,1956,\N,93,Drama,6.7,22
tt0251425,movie,Force,Taqat Ka Toofan,0,1989,\N,\N,\N,2.2,29
tt0251433,movie,Time and Tide,Shun liu ni liu,0,2000,\N,113,"Action,Crime,Thriller",6.7,5242
tt0251465,movie,Vietnam! Vietnam!,Vietnam! Vietnam!,0,1971,\N,58,"Documentary,War",6.1,90
tt0251571,movie,Aguilas de acero,Aguilas de acero,0,1971,\N,90,"Action,Adventure,Drama",5.7,18
tt0251588,movie,April 1 Vidudala,April 1 Vidudala,0,1991,\N,144,"Comedy,Romance,Thriller",8.1,388
tt0251629,movie,Chac,Chac: Dios de la lluvia,0,1975,\N,95,"Adventure,Drama",7.4,204
tt0251636,movie,Chico,Chico,0,2001,\N,112,Drama,6.9,414
tt0251637,movie,Choke,Choke,0,1999,\N,98,"Documentary,Sport",7.4,985
tt0251671,movie,Domoy!,Domoy!,0,1983,\N,94,Drama,5.5,16
tt0251701,movie,Formula sveta,Formula sveta,0,1983,\N,86,Drama,5.3,11
tt0251736,movie,House of 1000 Corpses,House of 1000 Corpses,0,2003,\N,89,Horror,6.0,96890
tt0251797,movie,Leo,Leo,0,2000,\N,86,"Drama,Thriller",5.9,271
tt0251806,movie,Long Time Dead,Long Time Dead,0,2002,\N,94,"Horror,Thriller",4.7,6167
tt0251810,movie,Lyudmila,Lyudmila,0,1982,\N,81,Drama,4.7,8
tt0251852,movie,Der Mond is nur a nackerte Kugel,Der Mond is nur a nackerte Kugel,0,1981,\N,113,Drama,6.4,19
tt0251861,movie,"More Milk, Evette","More Milk, Evette",0,1966,\N,\N,\N,6.5,20
tt0251937,movie,Flat Out,Le pied!..,1,1975,\N,86,"Action,Adult,Comedy",5.3,31
tt0252001,movie,Skvoz ogon,Skvoz ogon,0,1982,\N,74,War,5.5,14
tt0252038,movie,Tarkieb,Tarkieb,0,2000,\N,156,"Mystery,Thriller",5.1,306
tt0252055,movie,A Terceira Morte de Joaquim Bolívar,A Terceira Morte de Joaquim Bolívar,0,2000,\N,104,Drama,7.1,32
tt0252067,movie,Trizna,Trizna,0,1982,\N,81,Drama,6.1,8
tt0252083,movie,Venus de fuego,Venus de fuego,0,1948,\N,\N,"Drama,Music",7.5,8
tt0252111,movie,Zhenskiye radosti i pechali,Zhenskiye radosti i pechali,0,1983,\N,90,"Drama,War",5.4,12
tt0252207,movie,"She, Who Never Yielded",Afti pou den lygise,0,1968,\N,84,Drama,3.7,22
tt0252219,movie,The Pearl Necklace,Akd al lulu,0,1964,\N,100,\N,6.9,18
tt0252223,movie,All the Queen's Men,All the Queen's Men,0,2001,\N,99,"Action,Comedy,Drama",4.8,2754
tt0252249,movie,Avanak Apti,Avanak Apti,0,1978,\N,86,Comedy,6.9,4720
tt0252258,movie,Bal na samotnite,Bal na samotnite,0,1981,\N,87,Drama,6.2,23
tt0252342,movie,Controlling Interest: The World of the Multinational Corporation,Controlling Interest: The World of the Multinational Corporation,0,1978,\N,45,Documentary,8.3,7
tt0252380,movie,Diler Jagar,Diler Jagar,0,1931,\N,104,"Action,Adventure,Drama",4.8,25
tt0252389,movie,Dokunmayin Sabanima,Dokunmayin Sabanima,0,1979,\N,79,"Comedy,Romance",7.2,4256
tt0252391,movie,Dolgaya doroga k sebe,Dolgaya doroga k sebe,0,1983,\N,81,Drama,6.0,42
tt0252432,movie,Night Women,La femme spectacle,0,1964,\N,67,Drama,4.5,23
tt0252444,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,\N,94,"Adventure,Biography,Drama",7.4,31012
tt0252449,movie,Forever After,Forever After,0,2001,\N,\N,Drama,7.4,11
tt0252503,movie,Heist,Heist,0,2001,\N,109,"Action,Crime,Drama",6.5,40160
tt0252583,movie,Kak possorilis Ivan Ivanovich s Ivanom Nikiforovichem,Kak possorilis Ivan Ivanovich s Ivanom Nikiforovichem,0,1941,\N,70,"Comedy,Drama",6.9,73
tt0252602,movie,Kiraci,Kiraci,0,1987,\N,94,"Comedy,Drama",6.7,2899
tt0252641,movie,Liefje,Liefje,0,2001,\N,82,Drama,5.3,40
tt0252671,movie,Madam,Madam,0,1993,\N,\N,"Comedy,Drama",6.9,107
tt0252812,movie,Abu Salim in Africa,Abu Salim fi Afriquia,0,1965,\N,80,Thriller,7.8,6
tt0252821,movie,The Saint of Preveza,O Agios Prevezis,0,1982,\N,92,Drama,5.7,55
tt0252826,movie,Struggle Without End,Agonas horis telos,0,1978,\N,91,"Action,War",6.5,19
tt0252843,movie,The Unyielding,O alygistos,0,1968,\N,78,Drama,4.9,11
tt0252852,movie,Allegory,Alligoria,0,1986,\N,120,\N,6.0,25
tt0252866,movie,American Pie 2,American Pie 2,0,2001,\N,108,Comedy,6.4,277708
tt0252879,movie,Andrea Doria -74,Andrea Doria -74,0,1970,\N,70,Documentary,7.7,10
tt0252892,movie,The Florist Girl of Athens,I anthopolis ton Athinon,0,1945,\N,65,"Drama,Romance",4.1,15
tt0252893,movie,O anthropos pou to 'paize poly!,O anthropos pou to 'paize poly!,0,1983,\N,85,Comedy,3.2,15
tt0252902,movie,Thank Heaven,Thank Heaven,0,2001,\N,87,Comedy,4.6,197
tt0253004,movie,Connect 5,Connect 5,0,1996,\N,91,"Comedy,Horror",4.2,27
tt0253016,movie,Love Life,Love Life,0,2002,\N,95,"Comedy,Romance",7.3,224
tt0253120,movie,A Blonde Dream,Happy Ever After,0,1932,\N,86,Musical,5.9,70
tt0253122,movie,Hick Trek: The Moovie,Hick Trek: The Moovie,0,1999,\N,60,"Comedy,Sci-Fi",4.3,162
tt0253133,movie,Die HonigKuckucksKinder,Die HonigKuckucksKinder,0,1992,\N,92,Family,4.6,24
tt0253168,movie,K svoim!,K svoim!,0,1983,\N,79,Drama,5.3,11
tt0253185,movie,Konets babego leta,Konets babego leta,0,1983,\N,88,Drama,5.3,16
tt0253193,movie,Kumite,Kumite,0,2000,\N,\N,"Action,Drama",5.1,44
tt0253219,movie,The Long Haired Warriors,The Long Haired Warriors,0,1998,\N,60,Documentary,8.0,11
tt0253223,movie,Lyubovyu za lyubov,Lyubovyu za lyubov,0,1983,\N,84,Comedy,5.5,24
tt0253235,movie,The One You Love,Den man elsker,0,1980,\N,\N,Documentary,4.2,16
tt0253237,movie,Red Haired Revolver,Manalive,0,1973,\N,86,Mystery,6.0,13
tt0253358,movie,Nurse-Made,Nurse-Made,0,1971,\N,62,\N,4.6,15
tt0253360,movie,Nymph,Nymph,0,1973,\N,80,Drama,5.0,15
tt0253368,movie,Oddo,Oddo,0,1967,\N,61,"Drama,Thriller",5.0,35
tt0253375,movie,The Offering,The Offering,0,1966,\N,80,"Drama,Romance",7.6,13
tt0253378,movie,Virgin Stripped Bare by Her Bachelors,Oh! Soo-jung,0,2000,\N,126,Drama,6.9,1600
tt0253389,movie,One Is Always Too Good to Women,On est toujours trop bon avec les femmes,0,1971,\N,77,"Comedy,Drama",4.6,31
tt0253394,movie,Scandal: On the Other Side,Scandal: On the Other Side,0,1999,\N,85,"Comedy,Drama",4.2,200
tt0253420,movie,Ortadirek Saban,Ortadirek Saban,0,1984,\N,85,Comedy,7.1,5208
tt0253470,movie,Le petit Marcel,Le petit Marcel,0,1976,\N,105,Drama,5.8,81
tt0253487,movie,Pledge of Innocence,Pledge of Innocence,0,2001,\N,93,"Action,Drama,Thriller",5.4,17
tt0253619,movie,Fake Bully,Sahte Kabadayi,0,1976,\N,77,Comedy,7.6,6614
tt0253667,movie,Seetharamaiah Gari Manavaralu,Seetharamaiah Gari Manavaralu,0,1991,\N,145,Drama,8.0,294
tt0253697,movie,Si mi cama hablara,Si mi cama hablara,0,1989,\N,93,Comedy,6.2,10
tt0253698,movie,Youth and Beauty,Al siba wa al jamal,0,1965,\N,100,Drama,6.8,6
tt0253700,movie,Sideshow,Sideshow,0,2000,\N,74,Horror,4.9,770
tt0253798,movie,Out Cold,Out Cold,0,2001,\N,89,"Comedy,Sport",6.3,18910
tt0253827,movie,The Martins,The Martins,0,2001,\N,87,Comedy,5.4,1345
tt0253896,movie,Die vier Musketiere,Die vier Musketiere,0,1934,\N,119,\N,1.7,21
tt0253910,movie,Vnezapnyy vybros,Vnezapnyy vybros,0,1983,\N,70,Drama,4.6,11
tt0253913,movie,Vorota v nebo,Vorota v nebo,0,1984,\N,89,War,5.7,18
tt0253923,movie,Waking Up in Ireland,Waking Up in Ireland,0,2001,\N,\N,"Documentary,Drama,Romance",2.1,11
tt0253969,movie,Yudino zhelyazo,Yudino zhelyazo,0,1989,\N,85,"Adventure,Drama",4.9,18
tt0253977,movie,Zehir Hafiye,Zehir Hafiye,0,1989,\N,92,Comedy,6.2,1452
tt0253996,movie,Çarikli Milyoner,Çarikli Milyoner,0,1983,\N,86,Comedy,6.7,3541
tt0253997,movie,The King of the Street Cleaners,Çöpçüler Krali,0,1977,\N,80,Comedy,8.5,22127
tt0254059,movie,3 Days... 3 Hours... 3 Minutes... 3 Seconds,3 Days... 3 Hours... 3 Minutes... 3 Seconds,0,1999,\N,76,Comedy,6.6,9
tt0254067,movie,The Adulterer,The Adulterer,0,2000,\N,85,Drama,7.8,26
tt0254092,movie,Angelus novus,Angelus novus,0,1987,\N,80,"Biography,Drama",5.2,8
tt0254135,movie,The Scent of Violets,To aroma tis violettas,0,1985,\N,91,"Comedy,Drama",6.6,9
tt0254160,movie,B-Movie,B-Movie,0,2000,\N,55,\N,6.2,7
tt0254169,movie,Wilderness,Barahoot,0,1988,\N,\N,Drama,4.2,18
tt0254218,movie,Chikati Velugulu,Chikati Velugulu,0,1975,\N,\N,\N,7.3,7
tt0254324,movie,Imago,Imago,0,2001,\N,105,Fantasy,6.7,27
tt0254375,movie,Harishchandra,Harishchandra,0,1968,\N,\N,Drama,7.1,17
tt0254440,movie,New Times at Crossroad Street,Jaunie laiki skérsielá,0,1999,\N,85,Documentary,7.8,65
tt0254464,movie,Kadamattathachan,Kadamattathachan,0,1966,\N,\N,\N,5.5,13
tt0254539,movie,Magudam,Magudam,0,1992,\N,152,\N,5.8,16
tt0254626,movie,One Eyed King,One Eyed King,0,2001,\N,105,"Crime,Drama,Thriller",5.4,470
tt0254637,movie,The Lake,Tba,0,1998,\N,87,Drama,7.2,201
tt0254679,movie,Son of Mary,Pesar-e Mariam,0,1998,\N,70,\N,6.5,55
tt0254687,movie,"Eeeny, Meeny, Miney, Moe",Pic et pic et colegram,0,1972,\N,82,Drama,6.6,17
tt0254691,movie,Pier Groups,Pier Groups,1,1979,\N,57,Adult,7.0,16
tt0254703,movie,The Point Men,The Point Men,0,2001,\N,100,"Action,Drama,Thriller",4.3,1270
tt0254705,movie,Porno Film,Porno Film,0,2000,\N,80,"Comedy,Romance",5.2,658
tt0254729,movie,Ramanan,Ramanan,0,1967,\N,\N,\N,7.4,6
tt0254737,movie,Rivaaj,Rivaaj,0,1972,\N,117,Drama,6.9,20
tt0254738,movie,Roberto Carlos e o Diamante Cor-de-Rosa,Roberto Carlos e o Diamante Cor-de-Rosa,0,1970,\N,94,"Adventure,Musical",5.5,189
tt0254791,movie,Le stade de Wimbledon,Le stade de Wimbledon,0,2001,\N,69,Drama,5.9,208
tt0254804,movie,O Supermanso,O Supermanso,0,1974,\N,105,Comedy,7.0,10
tt0254815,movie,Thacholi Othenan,Thacholi Othenan,0,1964,\N,\N,\N,6.6,14
tt0254832,movie,Twice as Dead,Twice as Dead,0,2009,\N,\N,"Crime,Drama",7.6,169
tt0254927,movie,Aaghaaz,Aaghaaz,0,2000,\N,153,"Action,Crime,Drama",4.7,363
tt0254972,movie,Aryan,Aryan,0,1988,\N,181,"Action,Drama",7.3,413
tt0254978,movie,Ayalvasi Oru Daridravasi,Ayalvasi Oru Daridravasi,0,1986,\N,112,Comedy,6.9,91
tt0254979,movie,Babylon My Beloved,Babel Habibati,0,1988,\N,\N,Drama,4.8,13
tt0254980,movie,Bajo la influencia del miedo,Bajo la influencia del miedo,0,1956,\N,102,"Crime,Drama",3.3,19
tt0255085,movie,Passion Beach,Daimones tis vias kai tou sex,0,1973,\N,95,Thriller,5.7,19
tt0255105,movie,Der findes ingen tamme dyr,Der findes ingen tamme dyr,0,1983,\N,52,\N,7.4,9
tt0255107,movie,Despina,Despoina,0,1990,\N,63,Drama,6.0,25
tt0255113,movie,Dheem Tharikida Thom,Dheem Tharikida Thom,0,1986,\N,139,"Comedy,Romance",6.6,124
tt0255178,movie,Friends,Friends,0,1999,\N,150,"Comedy,Drama",7.6,1109
tt0255228,movie,Ta hronia tis thyellas,Ta hronia tis thyellas,0,1984,\N,113,"Adventure,Drama,History",6.5,95
tt0255237,movie,Living Hell,Iki-jigoku,0,2000,\N,104,Horror,5.7,540
tt0255274,movie,The Olympic Games in Paris 1924,"Les jeux olympiques, Paris 1924",0,1925,\N,174,"Documentary,Sport",6.3,157
tt0255355,movie,Marumagaley Varuga,Marumagaley Varuga,0,1982,\N,\N,\N,5.0,5
tt0255428,movie,Njangal Santhushtaranu,Njangal Santhushtaranu,0,1999,\N,\N,"Comedy,Drama",5.4,252
tt0255483,movie,The Playmates,The Playmates,0,1973,\N,71,Comedy,5.7,57
tt0255528,movie,Pussy Cat,Pussy Cat,0,1969,\N,\N,"Action,Adventure,Romance",5.6,6
tt0255537,movie,Quest for Love,Quest for Love,0,1988,\N,94,Drama,5.5,43
tt0255549,movie,Rebels with a Cause,Rebels with a Cause,0,2000,\N,110,Documentary,7.6,50
tt0255640,movie,Thalamura,Thalamura,0,1993,\N,\N,\N,5.0,10
tt0255642,movie,Thayilla Pillai,Thayilla Pillai,0,1961,\N,173,\N,6.1,11
tt0255643,movie,Thenmavin Kombath,Thenmavin Kombath,0,1994,\N,164,"Comedy,Drama,Romance",8.1,3462
tt0255659,movie,Tarnovskata tzaritza,Tarnovskata tzaritza,0,1981,\N,97,Drama,8.3,99
tt0255660,movie,Udayapuram Sulthan,Udayapuram Sulthan,0,1999,\N,\N,"Comedy,Drama",5.4,218
tt0255665,movie,The Wrestlers,Uttara,0,2000,\N,99,Drama,7.0,204
tt0255685,movie,Viruthan Sanku,Viruthan Sanku,0,1968,\N,135,\N,6.1,10
tt0255686,movie,El vuelo de la cigüeña,El vuelo de la cigüeña,0,1979,\N,91,"Comedy,Drama",6.4,60
tt0255713,movie,Zubeidaa,Zubeidaa,0,2001,\N,153,"Biography,Drama,History",6.6,1763
tt0255809,movie,Aasai Mugam,Aasai Mugam,0,1965,\N,145,\N,6.6,20
tt0255866,movie,Le carillon de la liberté,Le carillon de la liberté,0,1932,\N,66,Drama,2.3,11
tt0255924,movie,Dharmapatni,Dharmapatni,0,1941,\N,170,Drama,7.6,10
tt0255937,movie,I diki ton vasaniston: EAT/ESA 1967-74,I diki ton vasaniston: EAT/ESA 1967-74,0,1982,\N,115,"Documentary,History",5.3,7
tt0255945,movie,Diya Aur Toofan,Diya Aur Toofan,0,1969,\N,\N,"Comedy,Drama",3.0,33
tt0255949,movie,Doctor Epaminondas,Doktor Epameinondas,0,1937,\N,90,"Comedy,Musical,Romance",5.6,18
tt0255972,movie,Dying Game,Dying Game,0,1995,\N,90,Thriller,7.0,8
tt0255993,movie,Eleftherios Venizelos,Eleftherios Venizelos,0,1966,\N,90,"Biography,Documentary,History",6.9,8
tt0256015,movie,Picasso Face,Faccia di Picasso,0,2000,\N,95,Comedy,5.0,371
tt0256041,movie,Fête de quartier,Fête de quartier,0,1955,\N,82,Comedy,5.8,10
tt0256075,movie,Hippy Hippy Sex,Hippy Hippy Sex,0,1968,\N,68,\N,3.2,20
tt0256115,movie,Out of Tibet,Jenseits von Tibet - Eine Liebe zwischen den Welten,0,2000,\N,88,Documentary,7.9,15
tt0256135,movie,Kubra Ashiq,Kubra Ashiq,0,1973,\N,154,"Drama,Musical",3.5,34
tt0256204,movie,The Black Sheep,Le mouton noir,0,1979,\N,\N,"Comedy,Drama",5.4,26
tt0256247,movie,P.I.N.S.,P.I.N.S.,0,2000,\N,63,Documentary,5.4,55
tt0256303,movie,Ransom,Ransom,0,1974,\N,135,"Action,Crime,Thriller",6.2,17
tt0256321,movie,Reflections of Youth,Reflections of Youth,1,1975,\N,\N,Adult,7.1,12
tt0256351,movie,A Romance of Wastdale,A Romance of Wastdale,0,1921,\N,\N,"Adventure,Romance",6.2,10
tt0256401,movie,Sonia,Sonia,0,1997,\N,87,"Drama,Romance",6.9,33
tt0256408,movie,Startup.com,Startup.com,0,2001,\N,107,Documentary,7.1,3483
tt0256418,movie,Tabu: dernier voyage,Tabu: dernier voyage,0,1996,\N,80,"Biography,Documentary,History",8.7,11
tt0256428,movie,Dian zi ge men zhan shi,Dian zi ge men zhan shi,0,1998,\N,86,"Action,Sci-Fi",6.1,79
tt0256593,movie,As Alegres Vigaristas,As Alegres Vigaristas,0,1974,\N,81,Comedy,5.1,8
tt0256619,movie,Assim Era a Pornochanchada,Assim Era a Pornochanchada,0,1978,\N,102,Comedy,5.4,13
tt0256630,movie,Baba,Wo shi ni ba ba,0,2000,\N,96,"Comedy,Drama",6.7,197
tt0256639,movie,The Beaver Trilogy,The Beaver Trilogy,0,2000,\N,83,"Comedy,Documentary,Drama",7.4,585
tt0256664,movie,El cabaretero y sus golfas,El cabaretero y sus golfas,0,1988,\N,85,"Comedy,Drama",4.9,12
tt0256676,movie,Out of the City,Cesta z mesta,0,2000,\N,104,"Comedy,Romance",6.6,509
tt0256692,movie,Chori Chori Chupke Chupke,Chori Chori Chupke Chupke,0,2001,\N,165,"Comedy,Drama,Musical",5.5,5538
tt0256701,movie,Consórcio de Intrigas,Consórcio de Intrigas,0,1980,\N,97,Drama,5.8,12
tt0256766,movie,Gallito Ciego,Gallito Ciego,0,2001,\N,89,Crime,6.1,107
tt0256767,movie,The Garden of Resurrection,The Garden of Resurrection,0,1919,\N,\N,"Drama,Romance",6.6,8
tt0256898,movie,The Garden Was Full of Moon,Lunoy byl polon sad,0,2000,\N,115,Romance,7.6,92
tt0256906,movie,The Fool of Kairouan,Majnun al Kairouan,0,1939,\N,83,"Drama,Musical",6.9,19
tt0256979,movie,One of Us Tripped,One of Us Tripped,0,1997,\N,75,Drama,3.2,54
tt0257065,movie,Rugged Men,Rugged Men,1,1976,\N,60,Adult,4.4,7
tt0257069,movie,"Rumbera, caliente","Rumbera, caliente",0,1989,\N,90,Comedy,4.6,18
tt0257137,movie,Sex Circus,Sex Circus,0,1969,\N,75,Drama,4.3,13
tt0257154,movie,Sex and the Lonely Woman,Sex and the Lonely Woman,0,1972,\N,84,Drama,4.5,79
tt0257206,movie,The Suitcase,The Suitcase,0,2002,\N,56,"Action,Crime,Thriller",4.0,28
tt0257357,movie,Aa Okkati Adakku,Aa Okkati Adakku,0,1993,\N,155,Comedy,7.9,360
tt0257385,movie,Allari Priyudu,Allari Priyudu,0,1993,\N,141,"Drama,Romance",6.8,92
tt0257392,movie,Un amor extraño,Un amor extraño,0,1975,\N,87,Drama,6.1,13
tt0257419,movie,Auto Brothers,Auto Brothers,0,1999,\N,\N,"Comedy,Thriller",4.6,33
tt0257426,movie,Bajesta Gumbrina,Bajesta Gumbrina,0,1993,\N,\N,\N,5.8,6
tt0257434,movie,Being Light,Being Light,0,2001,\N,96,Comedy,5.3,190
tt0257441,movie,Bhakta Prahlada,Bhakta Prahlada,0,1932,\N,108,"Drama,Fantasy",7.9,92
tt0257446,movie,An Ordinary Girl,Bint min el banat,0,1968,\N,118,Drama,5.5,24
tt0257461,movie,C.I.D. Nazir,C.I.D. Nazir,0,1971,\N,\N,"Crime,Mystery,Romance",7.3,58
tt0257464,movie,Cada quién su música,Cada quién su música,0,1959,\N,95,"Comedy,Musical",5.7,8
tt0257510,movie,Crocodile 2: Death Swamp,Crocodile 2: Death Swamp,0,2002,\N,93,"Action,Adventure,Horror",3.8,2348
tt0257514,movie,Cucurrucucú Paloma,Cucurrucucú Paloma,0,1965,\N,99,"Drama,Musical",7.2,28
